ID,Title,Room,Speaker name,Date,Time,Recorded
13531,Tabletop Summit: Timeless Design Lessons from 25 Years of 'Duel Masters' TCG,W3024,Richard Zapp (Wizards of the Coast),Mon 03/17,10:50am-11:50am,Video
13290,Future Realities Summit: Creating a Martial Art in VR: The 'Broken Edge' Case,W2002/2004,Guillaume Perreault Roy (TREBUCHET),Mon 03/17,10:50am-11:50am,Video
13310,Game AI Summit: Simulating the Perfect Organism in 'Alien: Rogue Incursion',W3004/3006,Eugene Elkin (Survios),Mon 03/17,10:50am-11:50am,Video
13756,Game Design Workshop Day 1,S207/208,Andy Ashcraft (Giantsdance Games / New York Film Academy) Jeb Havens (Brainium) Frank Lantz (Everybody House Games) Marc LeBlanc (Riot Games) Stone Librande (Riot Games) Geoffrey Marsi (Riot Games) Marcus Montgomery (Microsoft) Eben Myers (Level Ex Games) Kellee Santiago (E-Line Media) Lauren Scott (Double Fine) Eleanor Todd (Fablegate) Samuel Villanueva (Villains Creative),Mon 03/17,11:30am-1:00pm,Not Recorded
13759,Storytelling Fundamentals Workshop,S212/213,Evan Skolnick (Independent),Mon 03/17,11:30am-1:00pm,Not Recorded
13348,Game Narrative Summit: It's Not in the Writer's Manual: A Q&A Session for New Writers,W2001/2003,Nessa Cannon (Freelance) Michelle Clough (Talespinners) Toiya Kristen Finley (Schnoodle Media LLC) Adanna Nedd (Independent) Ashley Ruhl (Broadsword Online Games) Emily Short (Independent),Mon 03/17,12:00pm-1:00pm,Video
13798,TIGG Developer Summit: Engineering Trust in Gaming: Insights from Global Practice to Standards (Presented by Tencent Games),W2011,Gunther Gong (Tencent Games) Terry Guan (Tencent Games),Mon 03/17,12:00pm-1:00pm,Video
13800,Tencent Games Developer Summit: Conversational AI Gaming Solution (Presented by Tencent Games),W2024,Jiayi Chen (Tencent),Mon 03/17,12:00pm-1:00pm,Video
13762,Game Design Workshop Day 1,S207/208,Andy Ashcraft (Giantsdance Games / New York Film Academy) Jeb Havens (Brainium) Frank Lantz (Everybody House Games) Marc LeBlanc (Riot Games) Stone Librande (Riot Games) Geoffrey Marsi (Riot Games) Marcus Montgomery (Microsoft) Eben Myers (Level Ex Games) Kellee Santiago (E-Line Media) Lauren Scott (Double Fine) Eleanor Todd (Fablegate) Samuel Villanueva (Villains Creative),Mon 03/17,1:00pm-3:30pm,Not Recorded
13768,Storytelling Fundamentals Workshop,S212/213,Evan Skolnick (Independent),Mon 03/17,1:00pm-3:30pm,Not Recorded
13339,Game Narrative Summit: #Goals: Mission Writing in #BLUD,W2001/2003,Gregory Lane (Tin Heart Interactive),Mon 03/17,1:20pm-1:50pm,Video
13599,UX Summit: VR Is for Everyone: Designing Comfortable Virtual Reality,W2010/2012,Tabby Rose (Mighty Yell Studios),Mon 03/17,1:20pm-1:50pm,Video
13634,Future Realities Summit:Solving VR Gaming's Visibility Crisis: Strategies for Reaching Mainstream Audiences,W2002/2004,Lincoln Davis (Polyarc) Stephanie Greenall (Cake or Death) Ryan McCaffrey (IGN) Maeva Sponbergs (Beyond Frames Entertainment) Jim Squires (Freelance),Mon 03/17,1:20pm-2:20pm,Video
13651,Advanced Graphics Summit: From Myth to Reality: Full Ray Tracing Inside 'Black Myth: Wukong',W3014/3016,Xueqing Yang (NVIDIA),Mon 03/17,1:20pm-2:20pm,Video
13402,Independent Games Summit: How to Plan for Audio as a Developer,W2009,Em Halberstadt (A Shell in the Pit),Mon 03/17,1:20pm-1:50pm,Video
13411,Independent Games Summit: Sex Sells! Or Does It? Making Top Quality Adult Games,W2005/2007,Hot Pink HotPink (HotPink Games),Mon 03/17,1:20pm-1:50pm,Video
13667,Best Practices with 2D Workflows in Unity 6 (Presented by Unity),W2020/2022,Rus Scammell (Unity),Mon 03/17,1:20pm-2:20pm,Video
13164,Animation Summit: Animating Leaders in 'Civilization VII': A Case Study,W2018,Keenan Nishi-Manely (Firaxis Games) Chandrahas Tanguturi (Firaxis Games),Mon 03/17,1:20pm-1:50pm,Video
13443,Live Service Games Summit: One Billion Plays: The Next Generation Meets 'Sonic' on 'Roblox',W2006/2008,Joe Ferencz (Gamefam),Mon 03/17,1:20pm-1:50pm,Video
13711,Tabletop Summit: Bringing 'Survivor' to Game Night: A Case Study in Adapting Film/TV to Mass Market Tabletop,W3024,Ian Clayman (Exploding Kittens Inc.),Mon 03/17,1:20pm-1:50pm,Video
13457,Machine Learning Summit: Next-Gen Infrastructure for Scalable AI/ML,W3018,Xin Gao (Electronic Arts) Wah Loon Keng (Electronic Arts),Mon 03/17,1:20pm-2:20pm,Video
13218,Community Management Summit: A 'Palworld' Roller Coaster: Surviving the Drop,W2014,John Buckley (Pocketpair),Mon 03/17,1:20pm-1:50pm,Video
13799,TIGG Developer Summit: FPS Game Data Security Application (Presented by Tencent Games),W2011,Shengxi Li (Tencent Games),Mon 03/17,1:20pm-1:50pm,Video
13311,Game AI Summit: Techniques for Visualizing the Output Diversity of Generative Systems,W3004/3006,Oliver Withington (Intelligent Games and Games Intelligence CDT),Mon 03/17,1:20pm-1:50pm,Video
13593,UX Summit: Designed to Scale: Optimizing Game UX for Cross-Platform Audiences,W2010/2012,Jonathan Bieda (VRChat),Mon 03/17,2:10pm-2:40pm,Video
13351,Game Narrative Summit: Prepare Recording Scripts like a Pro,W2001/2003,Ayesha Khan (Ubisoft Reflections),Mon 03/17,2:10pm-2:40pm,Video
13619,Visual Effects Summit: VFX Tricks that Might Save Your Life,W2016,Bruno Afonseca (Tuatara VFX),Mon 03/17,2:10pm-2:40pm,Video
13403,Independent Games Summit: Marketing Your Game Under the New Steam Rules,W2009,Chris Zukowski (How To Market A Game),Mon 03/17,2:10pm-2:40pm,Video
13404,Independent Games Summit: Meetings Make Games! Fostering Empathy and Focus in Collaborative Discussion,W2005/2007,Michelle Olson (Banana Bird Studios/Lightspeed LA),Mon 03/17,2:10pm-2:40pm,Video
13163,Animation Summit: 2D Character Rigging in UE for Realtime Animation or MoCap,W2018,Meghdad Asadilari (Rochester Institute of Technology),Mon 03/17,2:10pm-2:40pm,Video
13440,Live Service Games Summit: From Anchors to Zeigarniks: A-Z of Behavioural Psychology in F2P,W2006/2008,Tim Shepherd (Metacore),Mon 03/17,2:10pm-2:40pm,Video
13714,TIGG Developer Summit: AI in Mobile Games: The Future of Anti-Cheat Innovation (Presented by Tencent Games),W2011,Wanglin Chen (Tencent Games),Mon 03/17,2:10pm-2:40pm,Video
13716,Tencent Games Developer Summit: Delta Force: What Makes a Tactical Shooter (Presented by Developer Summit),W2024,Jinhao Yang Olio (Tencent Games),Mon 03/17,2:10pm-2:40pm,Video
13721,Tencent Games Developer Summit: Large Scale PvP Level Design in DELTA FORCE (Presented by Tencent Games),W2024,Haiyang Dong (Tencent Games),Mon 03/17,2:10pm-2:40pm,Video
13217,Community Management Summit: 'Aggro' Your Community Manager,W2014,Paige Wilson (AGGRO CRAB),Mon 03/17,2:10pm-2:40pm,Video
13527,Tabletop Summit: 'Arydia: The Paths We Dare Tread',W3024,Ira Fay (MIT) Cody Miller (Far Off Games),Mon 03/17,2:10pm-2:40pm,Video
13306,Game AI Summit: LLM as Core Gameplay: Co-Creative Storytelling in '1001 Nights',W3004/3006,Yuqian Sun (Ada Eden),Mon 03/17,2:10pm-2:40pm,Video
13251,Economic Policy and Ecosystem Workshop,S204/205,Rodrigo Carneiro (AbraGames) Chantelle Cole (NZ On Air) Jason Della Rocca (Execution Labs) Rik Leenknegt (Flanders Game Hub) Hugo Obi (Maliyo Games) Kristian Roberts (Nordicity) Per Stromback (Dataspelsbranschen),Mon 03/17,2:30pm-6:00pm,Not Recorded
13649,Adobe Developer Summit: Helldivers 2: Diving into Biome Material Creation with a Tiny Team (Presented by Adobe),W3001/3003,Romain Lemaire (Arrowhead Game Studios),Mon 03/17,2:40pm-3:40pm,Video
13740,Unity Developer Summit: Stumbling into New Platforms: Taking 'Stumble Guys' to Console (Presented by Unity),W2020/2022,Jorge Martinez Vargas (Scopely),Mon 03/17,2:40pm-3:40pm,Video
13288,Future Realities Summit: Coming Home in Mixed Reality: Arguments At Our Dinner Table,W2002/2004,Austin Grossman (Windup Minds) Jonathan Hamel (Another Axiom) Benjamin Vance (Windup Minds) Laura Warner (Nerd Ninjas) Bernard Yee (Windup Minds),Mon 03/17,2:40pm-3:40pm,Video
13340,Game Narrative Summit: Black Centered Stories for Everyone,W2001/2003,Charles Beacham (Afrime Studios),Mon 03/17,3:00pm-3:30pm,Video
13596,UX Summit: Mastering Player Engagement: The Dark Side of Game Psychology,W2010/2012,Reine Abbas (Wixel Studios/SpicaTech),Mon 03/17,3:00pm-3:30pm,Video
13616,Visual Effects Summit: Math but Make It Cute,W2016,Chih-Yu Hsieh (Tuatara),Mon 03/17,3:00pm-3:30pm,Video
13393,Independent Games Summit: Content-Ready Game Development,W2009,Matt Hackett (Valadria),Mon 03/17,3:00pm-3:30pm,Video
13398,Independent Games Summit: Funding a Sustainable Cooperative Indie Studio in the Apocalypse,W2005/2007,Jess Rowan Marcotte (Soft Chaos Cooperative, QGCon) D. Squinkifer (Soft Chaos) Ty Underwood (Lake Washington Institute of Technology),Mon 03/17,3:00pm-3:30pm
13166,Animation Summit: Starting Over: Building a Game Animation Team at a New Studio,W2018,Hector Antunez (Bit Reactor),Mon 03/17,3:00pm-3:30pm,Video
13439,Live Service Games Summit: Big BaaS Fishing,W2006/2008,David Fox (Double Coconut),Mon 03/17,3:00pm-3:30pm,Video
13712,Tabletop Summit: Unveiling 'Blood on the Clocktower': Risky Social Game Design,W3024,Steven Medway (The Pandemonium Institute),Mon 03/17,3:00pm-3:30pm,Video
13723,TIGG Developer Summit: Defending the Digital Playground: Insights from a Guide to Game Protection (Presented by Tencent Games),W2011,Matthew Soeth (Thriving in Games Group (TIGG)) Yue Wang (Tencent Games),Mon 03/17,3:00pm-3:30pm,Video
13724,Tencent Games Developer Summit: The Creation of Delta Force Art Style: Cross-Platform Visual and Style Development (Presented by Tencent Games),W2024,Qun Liu William Liu (Tencent Games),Mon 03/17,3:00pm-3:30pm,Video
13223,Community Management Summit:Graphic Design 101 for Community Managers,W2014,Catherine Litvaitis (Independent),Mon 03/17,3:00pm-3:30pm,Video
13307,Game AI Summit: Multiagent Planning for Large-Scale Narrative Content,W3004/3006,Trevor Santarra (Bitpart AI),Mon 03/17,3:00pm-3:30pm,Video
13763,Game Design Workshop Day 1,S207/208,Andy Ashcraft (Giantsdance Games / New York Film Academy) Jeb Havens (Brainium) Frank Lantz (Everybody House Games) Marc LeBlanc (Riot Games) Stone Librande (Riot Games) Geoffrey Marsi (Riot Games) Marcus Montgomery (Microsoft) Eben Myers (Level Ex Games) Kellee Santiago (E-Line Media) Lauren Scott (Double Fine) Eleanor Todd (Fablegate) Samuel Villanueva (Villains Creative),Mon 03/17,3:30pm-6:00pm,Not Recorded
13769,Storytelling Fundamentals Workshop,S212/213,Evan Skolnick (Independent),Mon 03/17,3:30pm-6:00pm,Not Recorded
13594,UX Summit: From Dark Patterns to Fair Play: Ethical Game Design Solutions,W2010/2012,Marie Potel-Saville (Amurabi),Mon 03/17,3:50pm-4:20pm,Video
13343,Game Narrative Summit: By Any Other Name: A Linguist's Approach to Namecraft,W2001/2003,Gerben Grave (Multiverse Narratives),Mon 03/17,3:50pm-4:20pm,Video
13390,Independent Games Summit: 'Bird': Developing a Game from Both Sides of a Prison Wall,W2005/2007,Spencer Bambrick (Entanglement Interactive),Mon 03/17,3:50pm-4:20pm,Video
13395,Independent Games Summit: Developing at 5mb per Year: The Making of 'Animal Well',W2009,Billy Basso (Shared Memory),Mon 03/17,3:50pm-4:20pm,Video
13448,Live Service Games Summit: Welcome Back Tacticians: How 'Teamfight Tactics' Supports Returning Players,W2006/2008,Peter Whalen (Riot Games),Mon 03/17,3:50pm-4:20pm,Video
13720,TIGG Developer Summit: From Psychology to Behavior: Ensuring Player Safety and Rights in Gaming (Presented by Tencent Games),W2011,Jie Zhou (Tencent Games),Mon 03/17,3:50pm-4:20pm,Video
13725,Tencent Games Developer Summit: The Inline RayTracing practice for Shadow and AO on Mobile (Presented by Tencent Games),W2024,Xingyu Lu Aron Lu (Tencent Games) Wei Yao (Tencent Games),Mon 03/17,3:50pm-4:20pm,Video
13220,Community Management Summit: Rise of a Cult: Impact of Community on Unreleased Games,W2014,Karan Chhabra (SuperGaming),Mon 03/17,3:50pm-4:20pm,Video
13744,Visual Effects Summit: Approaching Embergen!,W2016,Dan Paynter (Beyond-FX),Mon 03/17,3:50pm-4:20pm,Video
13528,Tabletop Summit: Beyond the Rulebook: Innovations in Board Game Teachability and Learnability,W3024,Emma Larkins (Independent),Mon 03/17,3:50pm-4:20pm,Video
13301,Game AI Summit: 'LEGO Horizon Adventures': Building Rawwsome Combat Gameplay with Robot Dinosaurs,W3004/3006,David Wilson (Studio Gobo),Mon 03/17,3:50pm-4:20pm,Video
13615,CANCELED: Visual Effects Summit: Mastering Texture Usage and Compression in Unreal: When to Use It and Why It Matters,TBD,Jad Deeb (Jin&Jaw LTD / Omeda Studios),Mon 03/17,4:00pm-6:00pm,Video
13636,Machine Learning Summit: Enhancing Development with LLMs and Multimodal Retrieval in 'Call of Duty',W3018,Lorant Mikolas (Infinity Ward Activision),Mon 03/17,4:10pm-5:10pm,Video
13152,Advanced Graphics Summit: Revolutionizing Texture Pipelines: EA's Journey with Texture Sets,W3014/3016,Martin Palko (Electronic Arts (SEED)),Mon 03/17,4:10pm-5:10pm,Video
13738,Unity Developer Summit: Performance Tips & Tricks from a Unity Consultant (Presented by Unity),W2020/2022,Nicolas Alejandro Borromeo (Unity),Mon 03/17,4:10pm-5:10pm,Video
13597,UX Summit: Mind Over Mechanics: Using Cognitive Science to Enhance Game Development,W2010/2012,Vanessa Hemovich (Digipen Institute of Technology),Mon 03/17,4:40pm-5:10pm,Video
13349,"Game Narrative Summit: Labor of Love: The Story of ""Date Night"" in 'Star Wars: The Old Republic'",W2001/2003,Ashley Ruhl (Broadsword Online Games),Mon 03/17,4:40pm-5:10pm,Video
13618,Visual Effects Summit: The Marriage of GPU and CPU Particles: Creating VFX by Combining the Visual Effects Graph and the Built-in Particle System in Unity 3D,W2016,Jinghua Jiang (Funplus Games) Chenlin Tong (Funplus Games) Yongchao Wen (Funplus Games) Shaoyong (Abel) Zhang (Funplus games),Mon 03/17,4:40pm-5:10pm,Video
13396,Independent Games Summit: Fostering a Culture of Clear Communication in Game Dev,W2005/2007,Ziyad Duron (Schell Games / Co-op Kitchen) Jess Erion (Lucky Tree Studio / Independent) Charlie Harper (Ironwood Studios/ Co-op Kitchen/ Lucky Tree Studios) Ryan Ike (Independent) Akash Thakkar (Thakkar Audio LLC),Mon 03/17,4:40pm-5:10pm,Video
13441,Live Service Games Summit: How To Survive Your First Launch: A Community Manager's Guide,W2006/2008,Lynn Richter Lynn Richter (Velan Studios),Mon 03/17,4:40pm-5:10pm,Video
13718,TIGG Developer Summit: Designing for Safety: Industry Insights on Combating Online Child Sexual Exploitation and Abuse in Gaming (Presented by Tencent Games),W2011,Kay Chau (Tech Coalition) Anne Hobson (Meta Platforms Inc.) Holly Lawrence (Twitch) Chris Marino (Roblox) Paul Sanders (Sony Interactive Entertainment),Mon 03/17,4:40pm-5:40pm,Video
13727,Tencent Games Developer Summit: Want a Successful GaaS? Make Sure to Master UA Technology (Presented by Tencent Games),W2024,Ruochen Han Hannah (Tencent Games) Shuangyang Wang Feyman (Tencent Games),Mon 03/17,4:40pm-5:10pm,Video
13222,Community Management Summit: What to Do When Your Community Is Journalists,W2014,James Bartholomeou (Renaissance PR),Mon 03/17,4:40pm-5:10pm,Video
13530,Tabletop Summit: From Cardboard to Pixels: The Challenges and Rewards,W3024,Theresa Duringer (Temple Gates Games) Scott Martins (Dire Wolf) Cole Wehrle (Leder Games / Wehrlegig Games) Krzysztof Zarczynski (Monster Couch),Mon 03/17,4:40pm-5:40pm,Video
13304,Game AI Summit: Designing Emotions in 'Star Wars Outlaws' Gamblers NPCs,W3004/3006,Jean-Baptiste Siraudin (Ubisoft),Mon 03/17,4:40pm-5:10pm,Video
13595,UX Summit: Making the World Playful: The Importance of Accessible Mobile Games,W2010/2012,Emilio Jeldrez (King),Mon 03/17,5:30pm-6:00pm,Video
13344,Game Narrative Summit: Creating Playable Stories: Approaches for Integrating Mechanics and Narrative,W2001/2003,Lauren Bond (Wizards of the Coast),Mon 03/17,5:30pm-6:00pm,Video
13642,A Bloody Mess: The Implementation of Cleaning in The WereCleaner (Presented by Unity),W2020/2022,Cameron Gomez (The WereCleaner) Levi Pinkert (The WereCleaner),Mon 03/17,5:30pm-6:00pm,Video
13391,Independent Games Summit: 'The Crush House': Fresh Gameplay Inspired By The Real World,W2005/2007,Nicole He (Independent),Mon 03/17,5:30pm-6:00pm,Video
13151,Advanced Graphics Summit: 'Marvel Rivals': Creating a Real-Time Interactive Dr. Strange's Portal,W3014/3016,Tieyi Zhang (Netease Games),Mon 03/17,5:30pm-6:00pm,Video
13446,Live Service Games Summit: The Untapped Future and Opportunities of Free-To-Play,W2006/2008,Mika Tammenkoski (Metacore),Mon 03/17,5:30pm-6:00pm,Video
13455,Machine Learning Summit: Fitting Armor Assets in 'World of Warcraft' with Deep Learning,W3018,Zhen Zhai (Blizzard Entertainment),Mon 03/17,5:30pm-6:00pm,Video
13719,Tencent Games Developer Summit: Evolving Cloud Strategies for Developers (Presented by Tencent Games),W2024,Liam Deane (Omdia),Mon 03/17,5:30pm-6:00pm,Video
13219,Community Management Summit: Oh No! Your Post Reached the Wrong Audience,W2014,Bryce Riley (Electronic Arts),Mon 03/17,5:30pm-6:00pm,Video
13305,Game AI Summit: Growing an AI Director into a Full Adventure Director,W3004/3006,Marie Mejerwall (Mejerwall Consulting),Mon 03/17,5:30pm-6:00pm,Video
13576,Thriving Players Summit: Prosocial Design Workshop,W3005/3007,Weszt Hart (Riot Games) Natasha Miller (Blizzard Entertainment),Tue 03/18,9:30am-11:50am,Video
13589,Tools Summit: Unlocking Hidden Value: UX Behind the Final Product the CDPR Way,W3014/3016,Anna Nojek (CD PROJEKT RED),Tue 03/18,9:30am-10:30am,Video
13345,Game Narrative Summit: Get Serious About Writing Tools,W2001/2003,Jurie Horneman (Half Mermaid Productions),Tue 03/18,9:30am-10:00am,Video
13633,Educators Summit: Game Professor Help Desk,W3011,Mia Consalvo (Concordia University) Kishonna Gray (University of Michigan) Katherine Isbister (UC Santa Cruz) John Sharp (The New School) Emma Westcott (OCAD University) Jose Zagal (University of Utah),Tue 03/18,9:30am-10:30am,Video
13392,Independent Games Summit: Comedy Through Patterns (How to Structure a Funny Video Game),W2009,Tanat Boozayaangool (Tan Ant Games),Tue 03/18,9:30am-10:30am,Video
13654,Arm Developer Summit: Arm Opening Keynote - Introducing Arm Accuracy Super Resolution and What's New in Arm GPUs (Presented by Arm),W3020,Philip Garcia (Arm) Lisa Sheckleford (Arm),Tue 03/18,9:30am-10:30am,Not Recorded
13405,Independent Games Summit: Microtalks: Solving Production Problems,W2005/2007,Jen Costa Jen Costa (Uken Games) Shahrin Khan Shahrin Khan (Visai Games) Kaitlin Smith Kaitlin Smith (Capybara Games),Tue 03/18,9:30am-10:30am,Video
13663,Autodesk Developer Summit: Leveling Up Creative Workflows with AI,W3001/3003,Hilmar Koch (Autodesk),Tue 03/18,9:30am-10:30am,Video
13171,Art Direction Summit: 'LEGO Horizon Adventures': Bringing the World to Life Brick by Brick!,W2016,James Charlick (Studio Gobo) Rich Court (Studio Gobo),Tue 03/18,9:30am-10:30am,Video
13430,Level Design Summit: 'Silent Hill 2': The Mystery of the Remake,W2018,Anna Oporska-Szybisz (Bloober Team),Tue 03/18,9:30am-10:30am,Video
13690,Meta Developer Summit: Develop your next title in VR / MR for Meta Quest and Meta Horizon OS (Presented by Meta),W2011,Mike Lamprinos (Meta) Dilmer Valecillos (Meta) Ionut Zolti (Meta),Tue 03/18,9:30am-10:30am,Video
13442,Live Service Games Summit: Mass Engagement Winning Strategies: The 15M Player Tournament of 'Candy Crush Saga',W2006/2008,Margaux Diaz (King) Roberto Kusabbi (King),Tue 03/18,9:30am-10:30am,Video
13188,Audio Summit:'Star Wars Outlaws': Diegetic Music as a Tool for World Building and Authenticity,W3024,Cody Matthew Johnson (Emperia Sound and Music),Tue 03/18,9:30am-10:30am,Video
13702,Solana Foundation Developer Summit: Beyond the Tokens: Exploring Blockchain's Role in Game Development (Presented by Solana Foundation),W3022,Kelvin Bonilla Jerry Li (Solana Foundation),Tue 03/18,9:30am-10:00am,Not Recorded
13736,Unity Developer Summit: Graphics Rendering: Getting the Best Performance with Unity 6.1 (Presented by Unity),W2020/2022,Mathieu Muller (Unity) Elad Damian Nachman (Unity),Tue 03/18,9:30am-10:30am,Video
13752,Xsolla Developer Summit: The Industry: Where We Have Been and Where We Are Going (Presented by Xsolla),W2024,,Tue 03/18,9:30am-10:30am,Not Recorded
13775,"Community Clubhouse Developer Summit: ""Us and Them"" – Building Healthy Relationship with Players and Partners (Presented by Community Clubhouse)",S158,Shams Jorjani (Arrowhead Game Studios) Damien Mauric (SEGA) Johan Pilestedt (Arrowhead Game Studios),Tue 03/18,9:30am-10:30am,Video
13540,Technical Artist Summit: 'LEGO Horizon Adventures': Procedural Optimizing,W2010/2012,Simon Verstraete (Studio Gobo),Tue 03/18,9:30am-10:30am,Video
13291,Future Realities Summit: Entering the Omniverse: The 'Dimensional Double Shift' Postmortem,W2002/2004,Andrew Eiche (Owlchemy Labs Inc),Tue 03/18,9:30am-10:30am,Video
